timestamp,ch1
1717488716.0,-6836.996297478235
1717488716.004,-7120.125844493609
1717488716.008,-7323.884346948189
1717488716.012,-7480.324206390883
1717488716.016,-7599.5037078265805
1717488716.02,-7712.871755703897
1717488716.024,-7813.856937152975
1717488716.028,-7884.3096356761025
1717488716.032,-7938.803188658141
1717488716.036,-7983.640788035487
1717488716.04,-8036.122684016548
1717488716.044,-8099.288713847246
1717488716.048,-8133.75510379733
1717488716.052,-8178.5032961968545
1717488716.056,-8217.752959460373
1717488716.06,-8259.841294269716
1717488716.064,-8299.672102889073
1717488716.068,-8315.698303663528
1717488716.072,-8331.590393971252
1717488716.076,-8364.648624020652
1717488716.08,-8397.304522669856
1717488716.0839999,-8430.04982829688
1717488716.0879998,-8446.344250004799
1717488716.092,-8464.136238591223
1717488716.096,-8478.709575976083
1717488716.1,-8502.58123905435
1717488716.1039999,-8525.536480609951
1717488716.108,-8551.084524522368
1717488716.112,-8564.897902595747
1717488716.116,-8582.265208037521
1717488716.12,-8603.208792592144
1717488716.1239998,-8632.333115617408
1717488716.128,-8648.158150691766
1717488716.132,-8657.724697318637
1717488716.136,-8658.864636285858
1717488716.1399999,-8693.107508791389
1717488716.1439998,-8719.080235848456
1717488716.148,-8719.549622482016
1717488716.152,-8725.96457314069
1717488716.156,-8740.604965758916
1717488716.1599998,-8766.264768393608
1717488716.1639998,-8787.476573881695
1717488716.1679997,-8792.975103017701
1717488716.172,-8799.032425765088
1717488716.1759999,-8828.804949379557
1717488716.1799998,-8842.551272219573
1717488716.1839998,-8850.530844990117
1717488716.188,-8854.151827591877
1717488716.192,-8859.650356727881
1717488716.1959999,-8871.027394655634
1717488716.1999998,-8894.876705989445
1717488716.2039998,-8909.137118951932
1717488716.208,-8911.998142242212
1717488716.212,-8923.397531914417
1717488716.2159998,-8927.510252894193
1717488716.2199998,-8939.602546644515
1717488716.2239997,-8959.428543976372
1717488716.228,-8969.509180725716
1717488716.2319999,-8974.62773020598
1717488716.2359998,-8999.281704340185
1717488716.2399998,-9005.182564876386
1717488716.2439997,-9001.06984389661
1717488716.2479997,-9018.101873171554
1717488716.2519999,-9016.559602804136
1717488716.2559998,-9033.54692859017
1717488716.2599998,-9047.60617585256
1717488716.2639997,-9062.715955104346
1717488716.268,-9068.192132495897
1717488716.2719998,-9070.874341830533
1717488716.2759998,-9075.724670377334
1717488716.2799997,-9093.494307219304
1717488716.2839997,-9110.883964405533
1717488716.2879999,-9118.394150542515
1717488716.2919998,-9104.75958642478
1717488716.2959998,-9106.61478121457
1717488716.2999997,-9130.441740803926
1717488716.3039997,-9140.052990919708
1717488716.3079998,-9148.18902590144
1717488716.3119998,-9143.338697354638
1717488716.3159997,-9154.112238182097
1717488716.3199997,-9169.557293600714
1717488716.3239996,-9181.940160028955
1717488716.3279996,-9185.695253097445
1717488716.3319998,-9186.388157175561
1717488716.3359997,-9191.372596189094
1717488716.3399997,-9201.766157360811
1717488716.3439996,-9218.753483146846
1717488716.3479998,-9226.420131495015
1717488716.3519998,-9211.600924921147
1717488716.3559997,-9219.804015136244
1717488716.3599997,-9239.831178168199
1717488716.3639996,-9252.772838207822
