timestamp,ch1
1717487972.0,-10386.520372214363
1717487972.004,-10682.25630310253
1717487972.008,-10917.240192561174
1717487972.012,-11107.118261709007
1717487972.016,-11257.053763515207
1717487972.02,-11398.517954172845
1717487972.024,-11506.588638614254
1717487972.028,-11594.878029212718
1717487972.032,-11695.863210661795
1717487972.036,-11770.406278420243
1717487972.04,-11815.467395242144
1717487972.044,-11868.508084834586
1717487972.048,-11927.203765774222
1717487972.052,-11989.27456012661
1717487972.056,-12046.047991043091
1717487972.06,-12079.955587381792
1717487972.064,-12126.916602482392
1717487972.068,-12151.592928361051
1717487972.072,-12188.36154799003
1717487972.076,-12231.723932233326
1717487972.08,-12281.165990968466
1717487972.0839999,-12316.548802441217
1717487972.0879998,-12336.44185500644
1717487972.092,-12367.108448399122
1717487972.096,-12392.790602778268
1717487972.1,-12411.901344287557
1717487972.1039999,-12439.617507412137
1717487972.108,-12467.311318792263
1717487972.112,-12494.915723194566
1717487972.116,-12517.960371727988
1717487972.12,-12540.781502816857
1717487972.1239998,-12562.753267616425
1717487972.128,-12581.416974236605
1717487972.132,-12617.425634554105
1717487972.136,-12638.50332957546
1717487972.1399999,-12645.544129078882
1717487972.1439998,-12668.320556678838
1717487972.148,-12681.642196374201
1717487972.152,-12692.818068601855
1717487972.156,-12717.51674622497
1717487972.1599998,-12733.52059525497
1717487972.1639998,-12746.104627383307
1717487972.1679997,-12758.062810666897
1717487972.172,-12786.538933102958
1717487972.1759999,-12805.336750189872
1717487972.1799998,-12824.603953910346
1717487972.1839998,-12824.089863787874
1717487972.188,-12838.640849428279
1717487972.192,-12863.853617173865
1717487972.1959999,-12882.472620305136
1717487972.1999998,-12891.12274540934
1717487972.2039998,-12911.21696367466
1717487972.208,-12924.69506558121
1717487972.212,-12944.185786746239
1717487972.2159998,-12946.488016425135
1717487972.2199998,-12970.80671439251
1717487972.2239997,-12971.209045792706
1717487972.228,-12982.586083720456
1717487972.2319999,-12987.972854134185
1717487972.2359998,-13001.47330778519
1717487972.2399998,-13014.482023058179
1717487972.2439997,-13035.850290757453
1717487972.2479997,-13040.38769488188
1717487972.2519999,-13059.766657324632
1717487972.2559998,-13075.904616821363
1717487972.2599998,-13082.63249190241
1717487972.2639997,-13079.34678546748
1717487972.268,-13078.475067433725
1717487972.2719998,-13096.043538575595
1717487972.2759998,-13109.722806182242
1717487972.2799997,-13122.575059244045
1717487972.2839997,-13142.848091465008
1717487972.2879999,-13152.302879369603
1717487972.2919998,-13153.442818336824
1717487972.2959998,-13163.12112368597
1717487972.2999997,-13177.94033025984
1717487972.3039997,-13170.340737145036
1717487972.3079998,-13171.838304023542
1717487972.3119998,-13194.748842090232
1717487972.3159997,-13208.450461441334
1717487972.3199997,-13229.706970418332
1717487972.3239996,-13223.604944182032
1717487972.3279996,-13228.56703145111
1717487972.3319998,-13234.579650709587
1717487972.3359997,-13246.604889226544
1717487972.3399997,-13260.217101599825
1717487972.3439996,-13262.38522081199
1717487972.3479998,-13272.48820930579
1717487972.3519998,-13286.480401334811
1717487972.3559997,-13304.63001783252
1717487972.3599997,-13313.838936548107
1717487972.3639996,-13316.007055760272
1717487972.3679998,-13305.479384121822
1717487972.3719997,-13315.045930748694
1717487972.3759997,-13320.857384307074
1717487972.3799996,-13329.30634371118
1717487972.3839996,-13339.990477560816
1717487972.3879998,-13354.07207656766
1717487972.3919997,-13377.452001267911
1717487972.3959997,-13390.393661307533
1717487972.3999996,-13389.32077757368
1717487972.4039996,-13385.208056593903
1717487972.4079995,-13387.309120572701
1717487972.4119997,-13397.546219533233
1717487972.4159997,-13409.057367927715
1717487972.4199996,-13421.50728958932
1717487972.4239995,-13423.742464034853
1717487972.4279997,-13431.364408894111
1717487972.4319997,-13446.496539890355
1717487972.4359996,-13462.61214764263
1717487972.4399996,-13465.115543021626
1717487972.4439995,-13466.054316288748
1717487972.4479997,-13462.925072065005
1717487972.4519997,-13467.23895874488
1717487972.4559996,-13479.755935639852
1717487972.4599996,-13494.821011402728
1717487972.4639995,-13504.700482451974
1717487972.4679997,-13520.883145437616
1717487972.4719996,-13517.798604702784
1717487972.4759996,-13533.847157221695
1717487972.4799995,-13543.234889892923
1717487972.4839995,-13536.931697956526
1717487972.4879994,-13537.088160167714
1717487972.4919996,-13534.852985722184
1717487972.4959996,-13541.782026503328
1717487972.4999995,-13547.079389939236
1717487972.5039995,-13551.102703941191
1717487972.5079997,-13554.500169098399
1717487972.5119996,-13571.889826284627
1717487972.5159996,-13584.093878757225
1717487972.5199995,-13591.179381749556
1717487972.5239995,-13605.462146456499
1717487972.5279996,-13595.090937029236
1717487972.5319996,-13604.45631795601
1717487972.5359995,-13623.969390865494
1717487972.5399995,-13618.180289051568
1717487972.5439994,-13631.658390958119
1717487972.5479996,-13642.476635274486
1717487972.5519996,-13643.974202152993
1717487972.5559995,-13647.952812666037
1717487972.5599995,-13660.536844794375
1717487972.5639994,-13660.782713983383
1717487972.5679994,-13658.346373837754
1717487972.5719995,-13660.425086072099
1717487972.5759995,-13677.010080457936
1717487972.5799994,-13691.359900398244
1717487972.5839994,-13683.514438094431
1717487972.5879996,-13682.977996227502
1717487972.5919995,-13691.359900398244
1717487972.5959995,-13705.03916800489
1717487972.5999994,-13712.817575075338
1717487972.6039994,-13710.537697140897
1717487972.6079996,-13724.082854280812
1717487972.6119995,-13727.659133393661
1717487972.6159995,-13720.707740868062
1717487972.6199994,-13738.946764343593
1717487972.6239994,-13739.013819576958
1717487972.6279995,-13736.62218292024
1717487972.6319995,-13753.25188079499
1717487972.6359994,-13761.544377987908
1717487972.6399996,-13765.67945071214
1717487972.6439996,-13759.53272098693
1717487972.6479995,-13769.456895525087
1717487972.6519997,-13772.63084323774
1717487972.6559997,-13776.475343284053
1717487972.6599996,-13780.252788097
1717487972.6639996,-13790.556942290896
1717487972.6679997,-13795.094346415324
1717487972.6719997,-13795.876657471259
1717487972.6759996,-13809.01948321098
1717487972.6799996,-13819.323637404876
1717487972.6839995,-13810.025311711468
1717487972.6879997,-13794.960235948593
1717487972.6919997,-13795.407270837697
1717487972.6959996,-13813.601590824317
1717487972.6999996,-13825.895050274738
1717487972.7039995,-13828.554907864918
1717487972.7079997,-13833.002905011524
1717487972.7119997,-13829.516032876496
1717487972.7159996,-13841.161291737712
1717487972.7199993,-13861.501379192041
1717487972.7239993,-13866.709335650128
1717487972.7279992,-13858.215672757111
1717487972.7319994,-13862.395448970254
1717487972.7359993,-13867.64810891725
1717487972.7399993,-13877.259359033033
1717487972.7439992,-13895.096051108367
1717487972.7479994,-13893.710242952138
1717487972.7519994,-13890.625702217307
1717487972.7559993,-13897.241818576076
1717487972.7599993,-13898.89584766577
1717487972.7639992,-13906.428385547208
1717487972.7679994,-13915.592600773884
1717487972.7719994,-13919.302990353464
1717487972.7759993,-13927.014342190545
1717487972.7799993,-13923.080435166412
1717487972.7839992,-13933.18342366021
1717487972.7879994,-13927.059045679456
1717487972.7919993,-13921.85108922137
1717487972.7959993,-13929.80831024746
1717487972.7999992,-13950.126045957333
1717487972.8039992,-13965.258176953575
1717487972.8079991,-13957.680935583227
1717487972.8119993,-13945.990973233102
1717487972.8159993,-13938.23491790711
1717487972.8199992,-13957.636232094317
1717487972.8239992,-13959.446723395196
1717487972.8279994,-13965.325232186942
1717487972.8319993,-13976.881084070335
1717487972.8359993,-13986.782906864037
1717487972.8399992,-13998.092889558422
1717487972.8439991,-14007.033587340546
1717487972.8479993,-14011.839212398436
1717487972.8519993,-14015.124918833366
1717487972.8559992,-14019.0588258575
1717487972.8599992,-14013.716758932682
1717487972.8639991,-14012.398006009818
1717487972.8679993,-14008.687616430238
1717487972.8719993,-14017.762424679093
1717487972.8759992,-14024.57970673796
1717487972.8799992,-14031.620506241383
1717487972.883999,-14022.992732881634
1717487972.887999,-14028.044227128534
1717487972.8919992,-14039.15304412282
1717487972.8959992,-14047.758465738114
1717487972.8999991,-14057.146198409344
1717487972.903999,-14064.656384546326
1717487972.9079993,-14056.296832120042
1717487972.9119992,-14054.866320474903
1717487972.9159992,-14055.40276234183
1717487972.9199991,-14054.799265241536
1717487972.923999,-14069.327899137486
1717487972.9279993,-14076.234588174177
