timestamp,ch1
1717490738.0,-13593.54866666182
1717490738.004,-13729.804900861373
1717490738.008,-13859.959108824625
1717490738.012,-13982.938406817724
1717490738.016,-14102.140259997877
1717490738.02,-14218.838717799035
1717490738.024,-14325.12126268402
1717490738.028,-14431.314400591184
1717490738.032,-14534.087721596685
1717490738.036,-14629.08263553174
1717490738.04,-14725.597468089756
1717490738.044,-14818.446614557102
1717490738.048,-14893.6155311603
1717490738.052,-14961.922462215718
1717490738.056,-15047.395533012812
1717490738.06,-15129.068807252504
1717490738.064,-15207.411671568356
1717490738.068,-15349.926394215394
1717490738.072,-15602.590513538184
1717490738.076,-15787.707661117038
1717490738.08,-15914.57616264536
1717490738.0839999,-16030.134681479298
1717490738.0879998,-16115.071310409465
1717490738.092,-16187.781535122578
1717490738.096,-16256.960184211754
1717490738.1,-16310.023225548653
1717490738.1039999,-16363.510950030202
1717490738.108,-16416.28341868918
1717490738.112,-16458.21529128734
1717490738.116,-16490.200637602884
1717490738.12,-16516.84391699361
1717490738.1239998,-16552.114969744085
1717490738.128,-16584.882627115563
1717490738.132,-16619.170203110007
1717490738.136,-16647.243994145872
1717490738.1399999,-16673.708459580954
1717490738.1439998,-16698.429488948525
1717490738.148,-16718.389596747114
1717490738.152,-16742.21655633647
1717490738.156,-16760.880262956653
1717490738.1599998,-16776.41472535309
1717490738.1639998,-16797.626530841175
1717490738.1679997,-16813.38451068217
1717490738.172,-16826.19206025506
1717490738.1759999,-16837.300877249345
1717490738.1799998,-16844.967525597516
1717490738.1839998,-16865.844054918773
1717490738.188,-16894.43193607711
1717490738.192,-16905.16077341566
1717490738.1959999,-16923.712721313565
1717490738.1999998,-16936.475567397545
1717490738.2039998,-16950.06542802637
1717490738.208,-16968.304451501903
1717490738.212,-16977.915701617683
1717490738.2159998,-16988.13044883376
1717490738.2199998,-17002.167344351692
1717490738.2239997,-17017.768861981494
1717490738.228,-17020.3169608494
1717490738.2319999,-17035.04676044545
1717490738.2359998,-17049.262469919024
1717490738.2399998,-17061.824150302906
1717490738.2439997,-17081.739554612584
1717490738.2479997,-17081.963072057137
1717490738.2519999,-17086.76869711503
1717490738.2559998,-17101.789069388997
1717490738.2599998,-17110.036863093002
1717490738.2639997,-17109.790993903996
1717490738.268,-17129.05819762447
1717490738.2719998,-17142.513947786563
1717490738.2759998,-17148.39245657831
1717490738.2799997,-17154.315668858966
1717490738.2839997,-17158.16016890528
1717490738.2879999,-17169.045468455013
1717490738.2919998,-17181.048355227515
1717490738.2959998,-17187.64211984183
1717490738.2999997,-17191.866599543882
1717490738.3039997,-17212.318445720488
1717490738.3079998,-17222.242620258647
1717490738.3119998,-17223.047283059037
1717490738.3159997,-17234.40196924233
1717490738.3199997,-17234.73724540916
1717490738.3239996,-17240.235774545166
1717490738.3279996,-17247.36598102641
1717490738.3319998,-17257.78189394258
1717490738.3359997,-17262.028725389093
1717490738.3399997,-17272.243472605165
1717490738.3439996,-17284.000490188657
1717490738.3479998,-17288.336728612987
1717490738.3519998,-17294.66227229384
1717490738.3559997,-17294.304644382555
1717490738.3599997,-17311.627246335418
1717490738.3639996,-17318.109252227456
1717490738.3679998,-17326.2899906981
1717490738.3719997,-17328.748682588182
1717490738.3759997,-17330.112138999957
1717490738.3799996,-17343.47848218423
1717490738.3839996,-17348.462921197763
1717490738.3879998,-17342.584412406017
1717490738.3919997,-17351.458054954775
1717490738.3959997,-17365.58435745053
1717490738.3999996,-17373.809799410083
1717490738.4039996,-17375.48618024423
1717490738.4079995,-17383.48810475923
1717490738.4119997,-17394.149886864412
1717490738.4159997,-17391.24416008522
1717490738.4199996,-17406.44334631483
1717490738.4239995,-17414.221753385278
1717490738.4279997,-17431.410244871407
1717490738.4319997,-17437.69108506335
1717490738.4359996,-17445.201271200334
1717490738.4399996,-17445.73771306726
1717490738.4439995,-17441.379122898474
1717490738.4479997,-17442.697875821337
1717490738.4519997,-17449.17988171338
